gene_name,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Usp24,B1AY13,UBP24_MOUSE,reviewed,Ubiquitin carboxyl-terminal hydrolase 24 (EC 3.4.19.12) (Deubiquitinating enzyme 24) (Ubiquitin thioesterase 24) (Ubiquitin-specific-processing protease 24),Usp24,Mus musculus (Mouse),2617
Dhcr24,Q8VCH6,DHC24_MOUSE,reviewed,Delta(24)-sterol reductase (EC 1.3.1.72) (24-dehydrocholesterol reductase) (3-beta-hydroxysterol Delta-24-reductase),Dhcr24 Kiaa0018,Mus musculus (Mouse),516
Ttc22,Q8C159,TTC22_MOUSE,reviewed,Tetratricopeptide repeat protein 22 (TPR repeat protein 22),Ttc22,Mus musculus (Mouse),568
Ssbp3,Q9D032,SSBP3_MOUSE,reviewed,Single-stranded DNA-binding protein 3 (Lck-associated signal transducer) (Sequence-specific single-stranded-DNA-binding protein),Ssbp3 Last Ssdp1,Mus musculus (Mouse),388
Zcchc11,B2RX14,TUT4_MOUSE,reviewed,Terminal uridylyltransferase 4 (TUTase 4) (EC 2.7.7.52) (Zinc finger CCHC domain-containing protein 11),Tut4 Kiaa0191 Zcchc11,Mus musculus (Mouse),1644
Nrd1,Q8BHG1,NRDC_MOUSE,reviewed,Nardilysin (EC 3.4.24.61) (N-arginine dibasic convertase) (NRD convertase) (NRD-C) (Nardilysin convertase),Nrdc Nrd1,Mus musculus (Mouse),1161
Ttc39a,A2ACP1,TT39A_MOUSE,reviewed,Tetratricopeptide repeat protein 39A (TPR repeat protein 39A),Ttc39a Kiaa0452,Mus musculus (Mouse),578
Hectd3,Q3U487,HECD3_MOUSE,reviewed,E3 ubiquitin-protein ligase HECTD3 (EC 2.3.2.26) (HECT domain-containing protein 3) (HECT-type E3 ubiquitin transferase HECTD3),Hectd3,Mus musculus (Mouse),861
Elovl1,Q9JLJ5,ELOV1_MOUSE,reviewed,Elongation of very long chain fatty acids protein 1 (EC 2.3.1.199) (3-keto acyl-CoA synthase Elovl1) (ELOVL fatty acid elongase 1) (ELOVL FA elongase 1) (Very long chain 3-ketoacyl-CoA synthase 1) (Very long chain 3-oxoacyl-CoA synthase 1),Elovl1 Ssc1,Mus musculus (Mouse),279
Guca2a,P33680,GUC2A_MOUSE,reviewed,Guanylin (Guanylate cyclase activator 2A),Guca2a Guca2,Mus musculus (Mouse),116
Scmh1,Q8K214,SCMH1_MOUSE,reviewed,Polycomb protein SCMH1 (Sex comb on midleg homolog 1),Scmh1,Mus musculus (Mouse),706
Nt5c1a,A3KFX0,5NT1A_MOUSE,reviewed,Cytosolic 5'-nucleotidase 1A (cN1A) (EC 3.1.3.5) (Cytosolic 5'-nucleotidase IA) (cN-IA),Nt5c1a,Mus musculus (Mouse),365
Stk40,Q7TNL3,STK40_MOUSE,reviewed,Serine/threonine-protein kinase 40 (EC 2.7.11.1) (Serine/threonine-protein kinase lyk4),Stk40 Lyk4,Mus musculus (Mouse),435
Smim12,Q78RX3,SIM12_MOUSE,reviewed,Small integral membrane protein 12,Smim12,Mus musculus (Mouse),92
Ak2,Q9WTP6,KAD2_MOUSE,reviewed,"Adenylate kinase 2, mitochondrial (AK 2) (EC 2.7.4.3) (ATP-AMP transphosphorylase 2) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)",Ak2,Mus musculus (Mouse),239
Tmem54,Q9D7S1,TMM54_MOUSE,reviewed,Transmembrane protein 54,Tmem54,Mus musculus (Mouse),219
Marcksl1,P28667,MRP_MOUSE,reviewed,MARCKS-related protein (Brain protein F52) (MARCKS-like protein 1) (Macrophage myristoylated alanine-rich C kinase substrate) (Mac-MARCKS) (MacMARCKS),Marcksl1 Mlp Mrp,Mus musculus (Mouse),200
Ptp4a2,O70274,TP4A2_MOUSE,reviewed,Protein tyrosine phosphatase type IVA 2 (EC 3.1.3.48) (Protein-tyrosine phosphatase 4a2) (Protein-tyrosine phosphatase of regenerating liver 2) (PRL-2),Ptp4a2 Prl2,Mus musculus (Mouse),167
Ifnlr1,Q8CGK5,INLR1_MOUSE,reviewed,Interferon lambda receptor 1 (IFN-lambda R1) (Cytokine receptor class-II member 12) (Cytokine receptor family 2 member 12) (CRF2-12) (Interleukin-28 receptor subunit alpha) (IL-28 receptor subunit alpha) (IL-28R-alpha) (IL-28RA),Ifnlr1 Il28ra,Mus musculus (Mouse),535
Il22ra1,Q80XZ4,I22R1_MOUSE,reviewed,Interleukin-22 receptor subunit alpha-1 (IL-22 receptor subunit alpha-1) (IL-22R-alpha-1) (IL-22RA1),Il22ra1,Mus musculus (Mouse),581
Hmgcl,P38060,HMGCL_MOUSE,reviewed,"Hydroxymethylglutaryl-CoA lyase, mitochondrial (HL) (HMG-CoA lyase) (EC 4.1.3.4) (3-hydroxy-3-methylglutarate-CoA lyase)",Hmgcl,Mus musculus (Mouse),325
Gale,Q8R059,GALE_MOUSE,reviewed,UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-N-acetylglucosamine 4-epimerase) (UDP-GlcNAc 4-epimerase) (EC 5.1.3.7) (UDP-galactosamine 4-epimerase) (UDP-GalNAc 4-epimerase) (UDP-galactose 4-epimerase),Gale,Mus musculus (Mouse),347
Id3,P41133,ID3_MOUSE,reviewed,DNA-binding protein inhibitor ID-3 (ID-like protein inhibitor HLH 462) (Inhibitor of DNA binding 3) (Inhibitor of differentiation 3),Id3 Hlh462 Id-3 Idb3,Mus musculus (Mouse),119
Tcea3,P23881,TCEA3_MOUSE,reviewed,Transcription elongation factor A protein 3 (Transcription elongation factor S-II protein 3) (Transcription elongation factor TFIIS.h),Tcea3 Tfiish,Mus musculus (Mouse),347
Hp1bp3,Q3TEA8,HP1B3_MOUSE,reviewed,Heterochromatin protein 1-binding protein 3,Hp1bp3,Mus musculus (Mouse),554
Capzb,P47757,CAPZB_MOUSE,reviewed,F-actin-capping protein subunit beta (CapZ beta),Capzb Cappb1,Mus musculus (Mouse),277
Ubr4,A2AN08,UBR4_MOUSE,reviewed,E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (N-recognin-4) (RING-type E3 ubiquitin transferase UBR4) (Zinc finger UBR1-type protein 1) (p600),Ubr4 Kiaa0462 Zubr1,Mus musculus (Mouse),5180
Epha2,Q03145,EPHA2_MOUSE,reviewed,Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK) (Tyrosine-protein kinase receptor MPK-5) (Tyrosine-protein kinase receptor SEK-2),Epha2 Eck Myk2 Sek2,Mus musculus (Mouse),977
Srm,Q62270,SRMS_MOUSE,reviewed,Tyrosine-protein kinase Srms (EC 2.7.10.2) (PTK70),Srms Srm,Mus musculus (Mouse),496
Srm,Q64674,SPEE_MOUSE,reviewed,Spermidine synthase (SPDSY) (EC 2.5.1.16) (Putrescine aminopropyltransferase),Srm,Mus musculus (Mouse),302
Casz1,Q9CWL2,CASZ1_MOUSE,reviewed,Zinc finger protein castor homolog 1 (Castor-related protein),Casz1 Cst D4Ertd432e Kiaa3026,Mus musculus (Mouse),1761
Rere,Q80TZ9,RERE_MOUSE,reviewed,Arginine-glutamic acid dipeptide repeats protein (Atrophin-2),Rere Atr2 Kiaa0458,Mus musculus (Mouse),1558
Errfi1,Q99JZ7,ERRFI_MOUSE,reviewed,ERBB receptor feedback inhibitor 1 (Mitogen-inducible gene 6 protein homolog) (MIG-6),Errfi1 Mig6,Mus musculus (Mouse),461
Rps20,P60867,RS20_MOUSE,reviewed,40S ribosomal protein S20,Rps20,Mus musculus (Mouse),119
Impad1,Q80V26,IMPA3_MOUSE,reviewed,"Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase (Golgi-resident PAP phosphatase) (gPAPP) (EC 3.1.3.7) (Inositol monophosphatase domain-containing protein 1) (Myo-inositol monophosphatase A3) (Phosphoadenosine phosphate 3'-nucleotidase)",Impad1 Impa3,Mus musculus (Mouse),356
Asph,Q8BSY0,ASPH_MOUSE,reviewed,Aspartyl/asparaginyl beta-hydroxylase (EC 1.14.11.16) (Aspartate beta-hydroxylase) (ASP beta-hydroxylase) (Peptide-aspartate beta-dioxygenase),Asph Bah,Mus musculus (Mouse),741
Plekhf2,Q91WB4,PKHF2_MOUSE,reviewed,Pleckstrin homology domain-containing family F member 2 (PH domain-containing family F member 2),Plekhf2,Mus musculus (Mouse),249
Esrp1,Q3US41,ESRP1_MOUSE,reviewed,Epithelial splicing regulatory protein 1 (RNA-binding motif protein 35A) (RNA-binding protein 35A),Esrp1 Rbm35a,Mus musculus (Mouse),680
Cpne3,Q8BT60,CPNE3_MOUSE,reviewed,Copine-3 (Copine III),Cpne3 Kiaa0636,Mus musculus (Mouse),533
Slc35a1,Q61420,S35A1_MOUSE,reviewed,CMP-sialic acid transporter (CMP-SA-Tr) (CMP-Sia-Tr) (CST) (Solute carrier family 35 member A1),Slc35a1,Mus musculus (Mouse),336
Topors,Q80Z37,TOPRS_MOUSE,reviewed,E3 ubiquitin-protein ligase Topors (EC 2.3.2.27) (RING-type E3 ubiquitin transferase Topors) (SUMO1-protein E3 ligase Topors) (Topoisomerase I-binding RING finger protein) (Topoisomerase I-binding arginine/serine-rich protein) (Tumor suppressor p53-binding protein 3) (p53-binding protein 3) (p53BP3),Topors,Mus musculus (Mouse),1033
Smu1,Q3UKJ7,SMU1_MOUSE,reviewed,"WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog) [Cleaved into: WD40 repeat-containing protein SMU1, N-terminally processed]",Smu1,Mus musculus (Mouse),513
Dcaf12,Q8BGZ3,DCA12_MOUSE,reviewed,DDB1- and CUL4-associated factor 12 (WD repeat-containing protein 40A),Dcaf12 Kiaa1892 Wdr40a,Mus musculus (Mouse),453
Sigmar1,O55242,SGMR1_MOUSE,reviewed,Sigma non-opioid intracellular receptor 1 (Sigma 1-type opioid receptor) (Sigma1-receptor) (Sigma1R),Sigmar1 Oprs1,Mus musculus (Mouse),223
Fam214b,Q8BR27,F214B_MOUSE,reviewed,Protein FAM214B,Fam214b Kiaa1539,Mus musculus (Mouse),538
Gne,Q91WG8,GLCNE_MOUSE,reviewed,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase (UDP-GlcNAc-2-epimerase/ManAc kinase) [Includes: UDP-N-acetylglucosamine 2-epimerase (hydrolyzing) (EC 3.2.1.183) (UDP-GlcNAc-2-epimerase) (Uridine diphosphate-N-acetylglucosamine-2-epimerase); N-acetylmannosamine kinase (EC 2.7.1.60) (ManAc kinase)],Gne Glcne Uae1,Mus musculus (Mouse),722
Rnf38,Q8BI21,RNF38_MOUSE,reviewed,E3 ubiquitin-protein ligase RNF38 (EC 2.3.2.27) (RING finger protein 38) (RING-type E3 ubiquitin transferase RNF38),Rnf38,Mus musculus (Mouse),518
Slc25a51,Q5HZI9,S2551_MOUSE,reviewed,Solute carrier family 25 member 51 (Mitochondrial carrier triple repeat protein 1),Slc25a51 Mcart1,Mus musculus (Mouse),298
Coro2a,Q8C0P5,COR2A_MOUSE,reviewed,Coronin-2A,Coro2a,Mus musculus (Mouse),524
Acnat1,A2AKK5,ACNT1_MOUSE,reviewed,Acyl-coenzyme A amino acid N-acyltransferase 1 (EC 2.3.1.-),Acnat1,Mus musculus (Mouse),416
Klf4,Q60793,KLF4_MOUSE,reviewed,Krueppel-like factor 4 (Epithelial zinc finger protein EZF) (Gut-enriched krueppel-like factor),Klf4 Ezf Gklf Zie,Mus musculus (Mouse),483
Ikbkap,Q7TT37,ELP1_MOUSE,reviewed,Elongator complex protein 1 (ELP1) (IkappaB kinase complex-associated protein) (IKK complex-associated protein),Elp1 Ikap Ikbkap,Mus musculus (Mouse),1333
Epb41l4b,Q9JMC8,E41LB_MOUSE,reviewed,Band 4.1-like protein 4B (Protein EHM2),Epb41l4b Ehm2 Epb4.1l4b Lulu2,Mus musculus (Mouse),527
Ptpn3,A2ALK8,PTN3_MOUSE,reviewed,Tyrosine-protein phosphatase non-receptor type 3 (EC 3.1.3.48),Ptpn3,Mus musculus (Mouse),913
Txn1,P10639,THIO_MOUSE,reviewed,Thioredoxin (Trx) (ATL-derived factor) (ADF),Txn Txn1,Mus musculus (Mouse),105
Lpar1,P61793,LPAR1_MOUSE,reviewed,Lysophosphatidic acid receptor 1 (LPA receptor 1) (LPA-1) (Lysophosphatidic acid receptor Edg-2) (Rec1.3) (VZG-1),Lpar1 Edg2 Gpcr26 Lpa1 Vzg1,Mus musculus (Mouse),364
Ptbp3,Q8BHD7,PTBP3_MOUSE,reviewed,Polypyrimidine tract-binding protein 3 (Regulator of differentiation 1) (Rod1),Ptbp3 Rod1,Mus musculus (Mouse),523
Zdhhc21,Q9D270,ZDH21_MOUSE,reviewed,Probable palmitoyltransferase ZDHHC21 (EC 2.3.1.225) (GABA-A receptor-associated membrane protein 3) (Zinc finger DHHC domain-containing protein 21) (DHHC-21),Zdhhc21 Gramp3,Mus musculus (Mouse),265
Ttc39b,Q8BYY4,TT39B_MOUSE,reviewed,Tetratricopeptide repeat protein 39B (TPR repeat protein 39B),Ttc39b T39,Mus musculus (Mouse),617
Klhl9,Q6ZPT1,KLHL9_MOUSE,reviewed,Kelch-like protein 9,Klhl9 Kiaa1354,Mus musculus (Mouse),617
Lrrc19,Q8BZT5,LRC19_MOUSE,reviewed,Leucine-rich repeat-containing protein 19,Lrrc19,Mus musculus (Mouse),364
Mysm1,Q69Z66,MYSM1_MOUSE,reviewed,"Histone H2A deubiquitinase MYSM1 (2A-DUB) (EC 3.4.19.-) (Myb-like, SWIRM and MPN domain-containing protein 1)",Mysm1 Kiaa1915,Mus musculus (Mouse),819
Jun,P05627,JUN_MOUSE,reviewed,Transcription factor AP-1 (AH119) (Activator protein 1) (AP1) (Proto-oncogene c-Jun) (V-jun avian sarcoma virus 17 oncogene homolog) (Jun A),Jun,Mus musculus (Mouse),334
Cyp2j6,O54750,CP2J6_MOUSE,reviewed,Cytochrome P450 2J6 (EC 1.14.14.1) (Arachidonic acid epoxygenase) (CYPIIJ6),Cyp2j6,Mus musculus (Mouse),501
Slc35d1,A2AKQ0,S35D1_MOUSE,reviewed,UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter (UDP-GlcA/UDP-GalNAc transporter) (Solute carrier family 35 member D1),Slc35d1,Mus musculus (Mouse),355
Lrrc42,Q8R2U7,LRC42_MOUSE,reviewed,Leucine-rich repeat-containing protein 42,Lrrc42,Mus musculus (Mouse),421
Dio1,Q61153,IOD1_MOUSE,reviewed,Type I iodothyronine deiodinase (EC 1.21.99.4) (5DI) (DIOI) (Type 1 DI) (Type-I 5'-deiodinase),Dio1 Itdi1 Txdi1,Mus musculus (Mouse),257
Dio1,Q8C9B9,DIDO1_MOUSE,reviewed,Death-inducer obliterator 1 (DIO-1) (Death-associated transcription factor 1) (DATF-1),Dido1 Datf1 Dio1,Mus musculus (Mouse),2256
Cpt2,P52825,CPT2_MOUSE,reviewed,"Carnitine O-palmitoyltransferase 2, mitochondrial (EC 2.3.1.21) (Carnitine palmitoyltransferase II) (CPT II)",Cpt2 Cpt-2,Mus musculus (Mouse),658
Uqcrh,P99028,QCR6_MOUSE,reviewed,"Cytochrome b-c1 complex subunit 6, mitochondrial (Complex III subunit 6) (Complex III subunit VIII) (Cytochrome c1 non-heme 11 kDa protein) (Mitochondrial hinge protein) (Ubiquinol-cytochrome c reductase complex 11 kDa protein)",Uqcrh,Mus musculus (Mouse),89
Tspan1,Q99J59,TSN1_MOUSE,reviewed,Tetraspanin-1 (Tspan-1),Tspan1,Mus musculus (Mouse),240
Mast2,Q60592,MAST2_MOUSE,reviewed,Microtubule-associated serine/threonine-protein kinase 2 (EC 2.7.11.1),Mast2 Mast205,Mus musculus (Mouse),1734
Akr1a1,Q9JII6,AK1A1_MOUSE,reviewed,Aldo-keto reductase family 1 member A1 (EC 1.1.1.2) (EC 1.1.1.33) (EC 1.1.1.372) (EC 1.1.1.54) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase) (EC 1.1.1.19) (Glucuronolactone reductase) (EC 1.1.1.20),Akr1a1 Akr1a4,Mus musculus (Mouse),325
Dmap1,Q9JI44,DMAP1_MOUSE,reviewed,DNA methyltransferase 1-associated protein 1 (DNMAP1) (DNMT1-associated protein 1) (MAT1-mediated transcriptional repressor),Dmap1 Mmtr,Mus musculus (Mouse),468
Szt2,A2A9C3,SZT2_MOUSE,reviewed,KICSTOR complex protein SZT2 (Seizure threshold 2 protein) (Transcript increased in glutamate resistance) (TIGR),Szt2,Mus musculus (Mouse),3431
Cap1,P40124,CAP1_MOUSE,reviewed,Adenylyl cyclase-associated protein 1 (CAP 1),Cap1 Cap,Mus musculus (Mouse),474
Macf1,Q9QXZ0,MACF1_MOUSE,reviewed,Microtubule-actin cross-linking factor 1 (Actin cross-linking family 7),Macf1 Acf7 Aclp7 Macf,Mus musculus (Mouse),7354
Gjb3,P28231,CXB3_MOUSE,reviewed,Gap junction beta-3 protein (Connexin-31) (Cx31),Gjb3 Cxn-31,Mus musculus (Mouse),270
Tinagl1,Q99JR5,TINAL_MOUSE,reviewed,Tubulointerstitial nephritis antigen-like (Adrenocortical zonation factor 1) (AZ-1) (Androgen-regulated gene 1 protein) (Tubulointerstitial nephritis antigen-related protein) (TARP),Tinagl1 Arg1 Lcn7 Tinagl,Mus musculus (Mouse),466
Serinc2,Q8K0E7,SERC2_MOUSE,reviewed,Serine incorporator 2 (Tumor differentially expressed protein 2-like),Serinc2 Tde2l,Mus musculus (Mouse),450
Rcc1,Q8VE37,RCC1_MOUSE,reviewed,Regulator of chromosome condensation (Chromosome condensation protein 1),Rcc1 Chc1,Mus musculus (Mouse),421
Sesn2,P58043,SESN2_MOUSE,reviewed,Sestrin-2 (EC 1.11.1.15),Sesn2,Mus musculus (Mouse),480
Xkr8,Q8C0T0,XKR8_MOUSE,reviewed,"XK-related protein 8 (mXkr8) [Cleaved into: XK-related protein 8, processed form]",Xkr8,Mus musculus (Mouse),401
Sytl1,Q99N80,SYTL1_MOUSE,reviewed,Synaptotagmin-like protein 1 (Exophilin-7),Sytl1 Slp1,Mus musculus (Mouse),567
Sfn,O70456,1433S_MOUSE,reviewed,14-3-3 protein sigma (Stratifin),Sfn Mkrn3,Mus musculus (Mouse),248
Zdhhc18,Q5Y5T2,ZDH18_MOUSE,reviewed,Palmitoyltransferase ZDHHC18 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 18) (DHHC-18),Zdhhc18,Mus musculus (Mouse),380
Rps6ka1,P18653,KS6A1_MOUSE,reviewed,Ribosomal protein S6 kinase alpha-1 (S6K-alpha-1) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 1) (p90-RSK 1) (p90RSK1) (p90S6K) (MAP kinase-activated protein kinase 1a) (MAPK-activated protein kinase 1a) (MAPKAP kinase 1a) (MAPKAPK-1a) (Ribosomal S6 kinase 1) (RSK-1),Rps6ka1 Mapkapk1a Rsk1,Mus musculus (Mouse),724
Sh3bgrl3,Q91VW3,SH3L3_MOUSE,reviewed,SH3 domain-binding glutamic acid-rich-like protein 3,Sh3bgrl3,Mus musculus (Mouse),93
Rcan3,Q9JKK0,RCAN3_MOUSE,reviewed,Calcipressin-3 (Down syndrome candidate region 1-like protein 2) (Myocyte-enriched calcineurin-interacting protein 3) (MCIP3) (Regulator of calcineurin 3),Rcan3 Dscr1l2,Mus musculus (Mouse),239
Pla2g5,P97391,PA2G5_MOUSE,reviewed,Calcium-dependent phospholipase A2 (EC 3.1.1.4) (Group V phospholipase A2) (PLA2-10) (Phosphatidylcholine 2-acylhydrolase 5),Pla2g5,Mus musculus (Mouse),137
Ddi2,A2ADY9,DDI2_MOUSE,reviewed,Protein DDI1 homolog 2 (EC 3.4.23.-),Ddi2,Mus musculus (Mouse),399
Efhd2,Q9D8Y0,EFHD2_MOUSE,reviewed,EF-hand domain-containing protein D2 (Swiprosin-1),Efhd2 Sws1,Mus musculus (Mouse),240
Tnfrsf1b,P25119,TNR1B_MOUSE,reviewed,Tumor necrosis factor receptor superfamily member 1B (Tumor necrosis factor receptor 2) (TNF-R2) (Tumor necrosis factor receptor type II) (TNF-RII) (TNFR-II) (p75) (p80 TNF-alpha receptor) (CD antigen CD120b),Tnfrsf1b Tnfr-2 Tnfr2,Mus musculus (Mouse),474
Mfn2,Q80U63,MFN2_MOUSE,reviewed,Mitofusin-2 (EC 3.6.5.-) (Hypertension-related protein 1) (Mitochondrial assembly regulatory factor) (HSG protein) (Transmembrane GTPase MFN2),Mfn2 Kiaa0214 Marf,Mus musculus (Mouse),757
Pgd,Q9DCD0,6PGD_MOUSE,reviewed,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)",Pgd,Mus musculus (Mouse),483
Vamp3,P63024,VAMP3_MOUSE,reviewed,Vesicle-associated membrane protein 3 (VAMP-3) (Cellubrevin) (CEB) (Synaptobrevin-3),Vamp3 Syb3,Mus musculus (Mouse),103
Espn,Q9ET47,ESPN_MOUSE,reviewed,Espin (Ectoplasmic specialization protein),Espn,Mus musculus (Mouse),871
Tprgl,Q9DBS2,TPRGL_MOUSE,reviewed,Tumor protein p63-regulated gene 1-like protein (Mossy fiber terminal-associated vertebrate-specific presynaptic protein) (Protein FAM79A),Tprg1l Fam79a Mover Tprgl,Mus musculus (Mouse),266
Arhgef16,Q3U5C8,ARHGG_MOUSE,reviewed,Rho guanine nucleotide exchange factor 16 (Ephexin-4),Arhgef16,Mus musculus (Mouse),713
Rer1,Q9CQU3,RER1_MOUSE,reviewed,Protein RER1,Rer1,Mus musculus (Mouse),196
Akap9,Q70FJ1,AKAP9_MOUSE,reviewed,A-kinase anchor protein 9 (AKAP-9) (Protein kinase A-anchoring protein 9) (PRKA9),Akap9 Kiaa0803,Mus musculus (Mouse),3797
Steap4,Q923B6,STEA4_MOUSE,reviewed,Metalloreductase STEAP4 (EC 1.16.1.9) (Dudulin-4) (Six-transmembrane epithelial antigen of prostate 4) (Tumor necrosis factor-alpha-induced adipose-related protein),Steap4 Tiarp,Mus musculus (Mouse),470
Sri,Q6P069,SORCN_MOUSE,reviewed,Sorcin,Sri,Mus musculus (Mouse),198
Abcb1a,P21447,MDR1A_MOUSE,reviewed,ATP-dependent translocase ABCB1 (ATP-binding cassette sub-family B member 1A) (MDR1A) (Multidrug resistance protein 1A) (EC 7.6.2.2) (Multidrug resistance protein 3) (P-glycoprotein 3) (Phospholipid transporter ABCB1) (EC 7.6.2.1),Abcb1a Abcb4 Mdr1a Mdr3 Pgy-3 Pgy3,Mus musculus (Mouse),1276
Fgl2,P12804,FGL2_MOUSE,reviewed,Fibroleukin (Cytotoxic T-lymphocyte-specific protein) (Fibrinogen-like protein 2) (Prothrombinase),Fgl2 Fiblp,Mus musculus (Mouse),432
Slc4a2,P13808,B3A2_MOUSE,reviewed,Anion exchange protein 2 (AE 2) (Anion exchanger 2) (Band 3-related protein) (B3RP) (Non-erythroid band 3-like protein) (Solute carrier family 4 member 2),Slc4a2 Ae2,Mus musculus (Mouse),1237
Insig1,Q8BGI3,INSI1_MOUSE,reviewed,Insulin-induced gene 1 protein (INSIG-1),Insig1,Mus musculus (Mouse),259
Hadhb,Q99JY0,ECHB_MOUSE,reviewed,"Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.155) (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]",Hadhb,Mus musculus (Mouse),475
Tmem214,Q8BM55,TM214_MOUSE,reviewed,Transmembrane protein 214,Tmem214,Mus musculus (Mouse),687
Nrbp1,Q99J45,NRBP_MOUSE,reviewed,Nuclear receptor-binding protein (HLS7-interacting protein kinase) (MLF1 adapter molecule),Nrbp1 Madm Nrbp,Mus musculus (Mouse),535
Fosl2,P47930,FOSL2_MOUSE,reviewed,Fos-related antigen 2 (FRA-2),Fosl2 Fra-2 Fra2,Mus musculus (Mouse),326
Ppp1cb,P62141,PP1B_MOUSE,reviewed,Serine/threonine-protein phosphatase PP1-beta catalytic subunit (PP-1B) (EC 3.1.3.16) (EC 3.1.3.53),Ppp1cb,Mus musculus (Mouse),327
Htt,P42859,HD_MOUSE,reviewed,"Huntingtin (Huntington disease protein homolog) (HD protein homolog) [Cleaved into: Huntingtin, myristoylated N-terminal fragment]",Htt Hd Hdh,Mus musculus (Mouse),3119
Htt,Q60857,SC6A4_MOUSE,reviewed,Sodium-dependent serotonin transporter (SERT) (5HT transporter) (5HTT) (Solute carrier family 6 member 4),Slc6a4 Htt Sert,Mus musculus (Mouse),630
Acox3,Q9EPL9,ACOX3_MOUSE,reviewed,Peroxisomal acyl-coenzyme A oxidase 3 (EC 1.3.3.6) (Branched-chain acyl-CoA oxidase) (BRCACox) (Pristanoyl-CoA oxidase),Acox3,Mus musculus (Mouse),700
Tmem128,Q9CZB9,TM128_MOUSE,reviewed,Transmembrane protein 128,Tmem128,Mus musculus (Mouse),163
Cd38,P56528,CD38_MOUSE,reviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (EC 3.2.2.6) (2'-phospho-ADP-ribosyl cyclase) (2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase) (EC 2.4.99.20) (2'-phospho-cyclic-ADP-ribose transferase) (ADP-ribosyl cyclase 1) (ADPRC 1) (Cyclic ADP-ribose hydrolase 1) (cADPr hydrolase 1) (I-19) (NIM-R5 antigen) (CD antigen CD38),Cd38,Mus musculus (Mouse),304
Anapc4,Q91W96,APC4_MOUSE,reviewed,Anaphase-promoting complex subunit 4 (APC4) (Cyclosome subunit 4),Anapc4 D5Ertd249e,Mus musculus (Mouse),807
Klf3,Q60980,KLF3_MOUSE,reviewed,Krueppel-like factor 3 (Basic krueppel-like factor) (CACCC-box-binding protein BKLF) (TEF-2),Klf3 Bklf,Mus musculus (Mouse),344
Parm1,Q923D3,PARM1_MOUSE,reviewed,Prostate androgen-regulated mucin-like protein 1 homolog (PARM-1),Parm1,Mus musculus (Mouse),296
Shroom3,Q9QXN0,SHRM3_MOUSE,reviewed,Protein Shroom3,Shroom3 Kiaa1481 Shrm,Mus musculus (Mouse),1986
Ccng2,O08918,CCNG2_MOUSE,reviewed,Cyclin-G2,Ccng2,Mus musculus (Mouse),344
Bmp3,Q8BHE5,BMP3_MOUSE,reviewed,Bone morphogenetic protein 3 (BMP-3),Bmp3,Mus musculus (Mouse),468
Cds1,P98191,CDS1_MOUSE,reviewed,Phosphatidate cytidylyltransferase 1 (EC 2.7.7.41) (CDP-DAG synthase 1) (CDP-DG synthase 1) (CDP-diacylglycerol synthase 1) (CDS 1) (CDP-diglyceride pyrophosphorylase 1) (CDP-diglyceride synthase 1) (CTP:phosphatidate cytidylyltransferase 1),Cds1 Cds,Mus musculus (Mouse),461
Aff1,O88573,AFF1_MOUSE,reviewed,AF4/FMR2 family member 1 (Proto-oncogene AF4) (Protein AF-4),Aff1 Mllt2 Mllt2h,Mus musculus (Mouse),1216
Btbd8,D3YUB6,BTBD8_MOUSE,reviewed,BTB/POZ domain-containing protein 8,Btbd8 Gm16115,Mus musculus (Mouse),377
Pcgf3,Q8BTQ0,PCGF3_MOUSE,reviewed,Polycomb group RING finger protein 3 (RING finger protein 3A),PcgF3 Rnf3 Rnf3a,Mus musculus (Mouse),241
Ankrd13a,Q80UP5,AN13A_MOUSE,reviewed,Ankyrin repeat domain-containing protein 13A,Ankrd13a Ankrd13,Mus musculus (Mouse),588
Oasl2,Q9Z2F2,OASL2_MOUSE,reviewed,2'-5'-oligoadenylate synthase-like protein 2 (EC 2.7.7.84) (54 kDa 2'-5'-oligoadenylate synthase-like protein) (p54 OASL) (M1204),Oasl2,Mus musculus (Mouse),508
